,county,state,city,zipcode,latitude,longitude
1,Alabama,AL,Abbeville,36310,31.595139,-85.20884699999999
3,Alabama,AL,Adamsville,35005,33.59595,-87.000649
4,Alabama,AL,Adamsville,35060,33.559629,-86.95346500000001
5,Alabama,AL,Adamsville,35062,33.724920000000004,-87.01025200000001
6,Alabama,AL,Adamsville,35073,33.651253000000004,-86.986935
7,Alabama,AL,Adamsville,35118,33.527419,-87.034686
8,Alabama,AL,Adamsville,35130,33.633156,-87.136688
9,Alabama,AL,Adamsville,35214,33.576995000000004,-86.894065
10,Alabama,AL,Adamsville,35224,33.517294,-86.94387900000001
11,Alabama,AL,Addison,35540,34.234693,-87.20971999999999
13,Alabama,AL,Akron,35441,32.852762,-87.75032900000001
14,Alabama,AL,Alabaster,35007,33.215623,-86.797656
15,Alabama,AL,Alabaster,35040,33.102967,-86.728894
16,Alabama,AL,Alabaster,35080,33.261378,-86.913298
17,Alabama,AL,Alabaster,35114,33.224414,-86.87931800000001
18,Alabama,AL,Alabaster,35115,33.142472999999995,-86.89152800000001
19,Alabama,AL,Alabaster,35124,33.32183,-86.74219699999999
20,Alabama,AL,Albertville,35950,34.24975,-86.261098
21,Alabama,AL,Albertville,35951,34.339098,-86.162297
22,Alabama,AL,Albertville,35957,34.196159,-86.196898
23,Alabama,AL,Albertville,35976,34.345766999999995,-86.330025
24,Alabama,AL,Alexander City,35010,32.916719,-85.940589
25,Alabama,AL,Alexander City,35089,32.945782,-86.08183199999999
26,Alabama,AL,Alexander City,36861,32.890906,-85.850532
28,Alabama,AL,Alexandria,36250,33.765322,-85.901096
29,Alabama,AL,Aliceville,35442,33.077211,-88.202696
30,Alabama,AL,Aliceville,35447,33.251868,-88.157754
32,Alabama,AL,Allgood,35013,33.902164,-86.517774
33,Alabama,AL,Allgood,35121,33.941185,-86.455102
34,Alabama,AL,Altoona,35952,34.052385,-86.310738
36,Alabama,AL,Andalusia,36420,31.177149,-86.551502
37,Alabama,AL,Andalusia,36421,31.324729,-86.506928
39,Alabama,AL,Anderson,35610,34.954456,-87.245961
40,Alabama,AL,Anderson,35648,34.958659999999995,-87.387836
41,Alabama,AL,Anniston,36201,33.649159999999995,-85.879642
42,Alabama,AL,Anniston,36203,33.583049,-85.834485
43,Alabama,AL,Anniston,36205,33.717379,-85.79481700000001
44,Alabama,AL,Anniston,36206,33.733270000000005,-85.809619
45,Alabama,AL,Anniston,36207,33.689088,-85.718863
47,Alabama,AL,Arab,35016,34.32387,-86.50200600000001
49,Alabama,AL,Ardmore,35739,34.968586,-86.791036
50,Alabama,AL,Argo,35112,33.691077,-86.470578
51,Alabama,AL,Argo,35120,33.666809,-86.423755
52,Alabama,AL,Argo,35146,33.79507,-86.45327900000001
53,Alabama,AL,Argo,35173,33.655233,-86.56324000000001
54,Alabama,AL,Ariton,36311,31.609777,-85.68565500000001
55,Alabama,AL,Arley,35541,34.081325,-87.17434899999999
56,Alabama,AL,Ashford,36312,31.17084,-85.236837
57,Alabama,AL,Ashland,36251,33.222279,-85.872376
59,Alabama,AL,Ashville,35953,33.809618,-86.229742
60,Alabama,AL,Ashville,35987,33.91337,-86.24220799999999
62,Alabama,AL,Athens,35611,34.773833,-87.08414499999999
63,Alabama,AL,Athens,35613,34.820163,-86.882161
64,Alabama,AL,Athens,35614,34.875919,-87.229253
65,Alabama,AL,Athens,35671,34.685398,-86.93539
66,Alabama,AL,Athens,35756,34.643705,-86.818149
68,Alabama,AL,Atmore,36502,31.147733,-87.494821
70,Alabama,AL,Attalla,35904,34.07056,-85.990098
71,Alabama,AL,Attalla,35954,34.089754,-86.057449
72,Alabama,AL,Auburn,36801,32.694636,-85.395889
73,Alabama,AL,Auburn,36804,32.533973,-85.34751899999999
74,Alabama,AL,Auburn,36830,32.538612,-85.489708
75,Alabama,AL,Auburn,36832,32.582936,-85.585938
76,Alabama,AL,Auburn,36849,32.60242,-85.487341
77,Alabama,AL,Auburn,36879,32.727562,-85.558384
78,Alabama,AL,Autaugaville,36003,32.451904,-86.723821
79,Alabama,AL,Autaugaville,36067,32.516518,-86.561483
81,Alabama,AL,Avon,36312,31.17084,-85.236837
82,Alabama,AL,Axis,36505,30.94195,-88.015792
83,Alabama,AL,Babbie,36421,31.324729,-86.506928
84,Alabama,AL,Babbie,36467,31.281396,-86.256884
85,Alabama,AL,Baileyton,35019,34.302078,-86.63409399999999
86,Alabama,AL,Baileyton,35083,34.199871,-86.59917
87,Alabama,AL,Baileyton,35087,34.306453000000005,-86.584296
88,Alabama,AL,Bakerhill,36027,31.82242,-85.378527
91,Alabama,AL,Banks,36005,31.888214,-85.7196
92,Alabama,AL,Banks,36081,31.903745,-85.898152
93,Alabama,AL,Bay Minette,36507,30.858609,-87.742025
95,Alabama,AL,Bayou La Batre,36509,30.392971000000003,-88.27029300000001
96,Alabama,AL,Bayou La Batre,36523,30.370798,-88.190791
97,Alabama,AL,Bayou La Batre,36541,30.489535,-88.34410600000001
98,Alabama,AL,Bayou La Batre,36544,30.479701,-88.230089
99,Alabama,AL,Bayou La Batre,36582,30.509877000000003,-88.173001
101,Alabama,AL,Bear Creek,35543,34.211155,-87.75843499999999
102,Alabama,AL,Bear Creek,35564,34.258833,-87.84526
103,Alabama,AL,Bear Creek,35565,34.23696,-87.563402
104,Alabama,AL,Bear Creek,35581,34.359912,-87.71309699999999
106,Alabama,AL,Beatrice,36425,31.764740000000003,-87.19516800000001
108,Alabama,AL,Beaverton,35544,33.959985,-88.017137
110,Alabama,AL,Belk,35545,33.651546,-87.93488
111,Alabama,AL,Belk,35555,33.658512,-87.815637
112,Alabama,AL,Belk,35574,33.567578000000005,-87.949993
113,Alabama,AL,Bellamy,36901,32.421636,-88.14733
115,Alabama,AL,Benton,36752,32.298669,-86.63199499999999
116,Alabama,AL,Benton,36785,32.260516,-86.84581
117,Alabama,AL,Berry,35546,33.619425,-87.542714
119,Alabama,AL,Bessemer,35020,33.402429,-86.951784
120,Alabama,AL,Bessemer,35022,33.322849,-86.971457
121,Alabama,AL,Bessemer,35023,33.467843,-87.088194
122,Alabama,AL,Bessemer,35111,33.284628000000005,-87.09455799999999
123,Alabama,AL,Bessemer,35211,33.455102000000004,-86.856402
124,Alabama,AL,Bessemer,35226,33.399158,-86.845896
125,Alabama,AL,Bessemer,35244,33.352918,-86.825333
126,Alabama,AL,Billingsley,36006,32.64656,-86.722096
128,Alabama,AL,Birmingham,35005,33.59595,-87.000649
129,Alabama,AL,Birmingham,35020,33.402429,-86.951784
130,Alabama,AL,Birmingham,35022,33.322849,-86.971457
131,Alabama,AL,Birmingham,35023,33.467843,-87.088194
132,Alabama,AL,Birmingham,35061,33.47195,-86.955959
133,Alabama,AL,Birmingham,35064,33.476071999999995,-86.920253
134,Alabama,AL,Birmingham,35068,33.607417,-86.830991
135,Alabama,AL,Birmingham,35094,33.530066,-86.553303
136,Alabama,AL,Birmingham,35117,33.667778000000006,-86.892599
137,Alabama,AL,Birmingham,35118,33.527419,-87.034686
138,Alabama,AL,Birmingham,35126,33.730926000000004,-86.654972
139,Alabama,AL,Birmingham,35127,33.491671000000004,-86.97636999999999
140,Alabama,AL,Birmingham,35130,33.633156,-87.136688
141,Alabama,AL,Birmingham,35173,33.655233,-86.56324000000001
142,Alabama,AL,Birmingham,35203,33.518601000000004,-86.80980699999999
143,Alabama,AL,Birmingham,35204,33.522118,-86.839815
144,Alabama,AL,Birmingham,35205,33.495016,-86.808087
145,Alabama,AL,Birmingham,35206,33.570264,-86.71314
146,Alabama,AL,Birmingham,35207,33.564208,-86.824789
147,Alabama,AL,Birmingham,35208,33.496814,-86.87935
148,Alabama,AL,Birmingham,35209,33.466348,-86.811516
149,Alabama,AL,Birmingham,35210,33.541616,-86.669322
150,Alabama,AL,Birmingham,35211,33.455102000000004,-86.856402
151,Alabama,AL,Birmingham,35212,33.54743,-86.752957
152,Alabama,AL,Birmingham,35213,33.506674,-86.74434699999999
153,Alabama,AL,Birmingham,35214,33.576995000000004,-86.894065
154,Alabama,AL,Birmingham,35215,33.649002,-86.707425
155,Alabama,AL,Birmingham,35217,33.607882000000004,-86.760265
156,Alabama,AL,Birmingham,35218,33.50773,-86.89395999999999
157,Alabama,AL,Birmingham,35221,33.449532,-86.899049
158,Alabama,AL,Birmingham,35222,33.523712,-86.770115
159,Alabama,AL,Birmingham,35223,33.488141,-86.73483399999999
160,Alabama,AL,Birmingham,35224,33.517294,-86.94387900000001
161,Alabama,AL,Birmingham,35226,33.399158,-86.845896
162,Alabama,AL,Birmingham,35228,33.456191,-86.921172
163,Alabama,AL,Birmingham,35233,33.508746,-86.801976
164,Alabama,AL,Birmingham,35234,33.540811,-86.802758
165,Alabama,AL,Birmingham,35235,33.625674,-86.649486
166,Alabama,AL,Birmingham,35242,33.425247,-86.672084
167,Alabama,AL,Birmingham,35243,33.440918,-86.741508
168,Alabama,AL,Birmingham,35254,33.516152000000005,-86.857557
170,Alabama,AL,Black,36314,31.018937,-85.772824
171,Alabama,AL,Blountsville,35031,34.097505,-86.555035
174,Alabama,AL,Blue Springs,36017,31.679443,-85.55771999999999
175,Alabama,AL,Blue Springs,36374,31.578737,-85.49369
176,Alabama,AL,Boaz,35950,34.24975,-86.261098
177,Alabama,AL,Boaz,35956,34.146146,-86.146749
178,Alabama,AL,Boaz,35957,34.196159,-86.196898
179,Alabama,AL,Boligee,35443,32.755282,-88.000805
181,Alabama,AL,Bon Air,35032,33.264859,-86.336417
182,Alabama,AL,Bon Air,35044,33.243975,-86.380759
183,Alabama,AL,Bon Air,35150,33.189306,-86.238384
184,Alabama,AL,Bon Secour,36511,30.318246,-87.72439
185,Alabama,AL,Boykin,36723,32.05363,-87.274538
186,Alabama,AL,Brantley,36009,31.594781,-86.301377
189,Alabama,AL,Brent,35034,32.911122,-87.271681
190,Alabama,AL,Brent,35042,32.959173,-87.102463
191,Alabama,AL,Brewton,36426,31.140982,-87.071114
193,Alabama,AL,Bridgeport,35740,34.965286,-85.77744799999999
194,Alabama,AL,Bridgeport,35772,34.937034000000004,-85.948355
196,Alabama,AL,Brighton,35020,33.402429,-86.951784
197,Alabama,AL,Brighton,35228,33.456191,-86.921172
198,Alabama,AL,Brilliant,35548,34.056419,-87.750485
199,Alabama,AL,Brilliant,35563,33.977608000000004,-87.903722
200,Alabama,AL,Brilliant,35594,33.932693,-87.774369
204,Alabama,AL,Brookside,35036,33.643923,-86.919599
205,Alabama,AL,Brookside,35073,33.651253000000004,-86.986935
206,Alabama,AL,Brookside,35117,33.667778000000006,-86.892599
207,Alabama,AL,Brookside,35214,33.576995000000004,-86.894065
209,Alabama,AL,Brookwood,35444,33.328718,-87.29288199999999
210,Alabama,AL,Brookwood,35453,33.163776,-87.389459
211,Alabama,AL,Brookwood,35490,33.218419,-87.238215
214,Alabama,AL,Brundidge,36010,31.659784,-85.79844399999999
216,Alabama,AL,Bucks,36512,30.998808,-88.018409
217,Alabama,AL,Butler,36904,32.100714,-88.260849
219,Alabama,AL,Calera,35007,33.215623,-86.797656
220,Alabama,AL,Calera,35040,33.102967,-86.728894
221,Alabama,AL,Calera,35051,33.205032,-86.618915
222,Alabama,AL,Calera,35115,33.142472999999995,-86.89152800000001
224,Alabama,AL,Calvert,36513,31.173869,-88.005799
225,Alabama,AL,Camden,36726,31.960453,-87.29948399999999
227,Alabama,AL,Camp Hill,36850,32.786919,-85.655757
229,Alabama,AL,Carbon Hill,35549,33.851343,-87.544905
230,Alabama,AL,Carbon Hill,35578,33.980483,-87.466391
232,Alabama,AL,Cardiff,35073,33.651253000000004,-86.986935
234,Alabama,AL,Carlton,36515,31.348571,-87.835666
235,Alabama,AL,Carolina,36420,31.177149,-86.551502
236,Alabama,AL,Carrollton,35447,33.251868,-88.157754
238,Alabama,AL,Castleberry,36432,31.293982,-87.03026899999999
240,Alabama,AL,Catherine,36728,32.161399,-87.476215
241,Alabama,AL,Cedar Bluff,35959,34.245139,-85.605623
242,Alabama,AL,Cedar Bluff,35960,34.124328000000006,-85.570557
243,Alabama,AL,Cedar Bluff,35973,34.344016,-85.551513
244,Alabama,AL,Center Point,35215,33.649002,-86.707425
245,Alabama,AL,Center Point,35235,33.625674,-86.649486
246,Alabama,AL,Centre,35960,34.124328000000006,-85.570557
248,Alabama,AL,Centreville,35034,32.911122,-87.271681
249,Alabama,AL,Centreville,35042,32.959173,-87.102463
250,Alabama,AL,Chatom,36518,31.459303,-88.28404
251,Alabama,AL,Chatom,36558,31.608143,-88.31637099999999
253,Alabama,AL,Chelsea,35043,33.314842,-86.659872
254,Alabama,AL,Chelsea,35051,33.205032,-86.618915
255,Alabama,AL,Chelsea,35124,33.32183,-86.74219699999999
256,Alabama,AL,Chelsea,35147,33.415884000000005,-86.530992
257,Alabama,AL,Chelsea,35186,33.256733000000004,-86.51029100000001
258,Alabama,AL,Chelsea,35242,33.425247,-86.672084
260,Alabama,AL,Cherokee,35616,34.739504,-88.01938100000001
262,Alabama,AL,Chickasaw,36571,30.854575,-88.10990699999999
263,Alabama,AL,Chickasaw,36610,30.736246,-88.07350699999999
264,Alabama,AL,Chickasaw,36611,30.769623,-88.080073
265,Alabama,AL,Childersburg,35014,33.355851,-86.261678
266,Alabama,AL,Childersburg,35044,33.243975,-86.380759
267,Alabama,AL,Childersburg,35150,33.189306,-86.238384
268,Alabama,AL,Childersburg,35151,33.081343,-86.392208
270,Alabama,AL,Choccolocco,36254,33.667728,-85.707191
271,Alabama,AL,Chunchula,36521,30.964986,-88.17733
272,Alabama,AL,Citronelle,36522,31.090945,-88.275355
274,Alabama,AL,Clanton,35045,32.799962,-86.676761
275,Alabama,AL,Clanton,35046,32.931141,-86.534157
276,Alabama,AL,Clanton,36091,32.750446999999994,-86.508548
278,Alabama,AL,Clay,35126,33.730926000000004,-86.654972
279,Alabama,AL,Clay,35146,33.79507,-86.45327900000001
280,Alabama,AL,Clay,35173,33.655233,-86.56324000000001
281,Alabama,AL,Clay,35215,33.649002,-86.707425
282,Alabama,AL,Clay,35235,33.625674,-86.649486
284,Alabama,AL,Clayhatchee,36322,31.257605,-85.735807
285,Alabama,AL,Clayton,36016,31.850223,-85.41470600000001
287,Alabama,AL,Cleveland,35049,33.961861,-86.612114
288,Alabama,AL,Cleveland,35121,33.941185,-86.455102
290,Alabama,AL,Clio,36017,31.679443,-85.55771999999999
291,Alabama,AL,Clio,36048,31.804214,-85.592024
293,Alabama,AL,Coaling,35453,33.163776,-87.389459
294,Alabama,AL,Coaling,35490,33.218419,-87.238215
296,Alabama,AL,Coffee Springs,36318,31.169524,-85.95053100000001
297,Alabama,AL,Coffeeville,36524,31.802618,-88.010863
299,Alabama,AL,Coker,35452,33.278292,-87.680633
301,Alabama,AL,Collinsville,35961,34.303952,-85.846214
303,Alabama,AL,Colony,35077,34.021165,-86.832668
304,Alabama,AL,Columbia,36319,31.331937,-85.14887399999999
306,Alabama,AL,Columbiana,35051,33.205032,-86.618915
309,Alabama,AL,Coosada,36020,32.479919,-86.323047
310,Alabama,AL,Coosada,36025,32.544457,-86.324973
311,Alabama,AL,Coosada,36054,32.481879,-86.366311
312,Alabama,AL,Cordova,35550,33.745429,-87.160466
314,Alabama,AL,Cottondale,35453,33.163776,-87.389459
315,Alabama,AL,Cottonwood,36320,31.049898,-85.319224
317,Alabama,AL,County Line,35172,33.845155,-86.695313
318,Alabama,AL,Courtland,35618,34.641403000000004,-87.304983
319,Alabama,AL,Courtland,35672,34.648533,-87.406487
320,Alabama,AL,Cowarts,36301,31.140065000000003,-85.398289
321,Alabama,AL,Cowarts,36303,31.266568,-85.401317
322,Alabama,AL,Cowarts,36312,31.17084,-85.236837
323,Alabama,AL,Cowarts,36321,31.210866,-85.29921800000001
324,Alabama,AL,Creola,36505,30.94195,-88.015792
325,Alabama,AL,Creola,36525,30.890103000000003,-88.018704
326,Alabama,AL,Crossville,35962,34.303881,-86.036441
327,Alabama,AL,Crossville,35963,34.359787,-85.9272
329,Alabama,AL,Cuba,36907,32.426393,-88.346701
331,Alabama,AL,Cullman,35055,34.151162,-86.758748
332,Alabama,AL,Cullman,35057,33.969944,-86.944303
333,Alabama,AL,Cullman,35058,34.228856,-86.737261
334,Alabama,AL,Cullman,35077,34.021165,-86.832668
335,Alabama,AL,Cullman,35179,34.273307,-86.96897
338,Alabama,AL,Cusseta,36852,32.757181,-85.29249399999999
339,Alabama,AL,Dadeville,36850,32.786919,-85.655757
340,Alabama,AL,Dadeville,36853,32.816523,-85.76722
341,Alabama,AL,Dadeville,36861,32.890906,-85.850532
343,Alabama,AL,Daleville,36322,31.257605,-85.735807
344,Alabama,AL,Daleville,36330,31.305932,-85.86405400000001
345,Alabama,AL,Daleville,36352,31.264999,-85.60969899999999
347,Alabama,AL,Daphne,36526,30.611252,-87.860042
348,Alabama,AL,Daphne,36527,30.702075,-87.881866
349,Alabama,AL,Daphne,36532,30.480713,-87.861307
351,Alabama,AL,Dauphin Island,36523,30.370798,-88.190791
352,Alabama,AL,Dauphin Island,36528,30.2355,-88.23621899999999
353,Alabama,AL,Daviston,36256,33.046308,-85.704818
354,Alabama,AL,Daviston,36276,33.132677,-85.570266
355,Alabama,AL,Dayton,36738,32.420970000000004,-87.624965
356,Alabama,AL,Dayton,36748,32.267275,-87.780901
357,Alabama,AL,Deatsville,36022,32.623495,-86.405573
358,Alabama,AL,Deatsville,36054,32.481879,-86.366311
360,Alabama,AL,Decatur,35601,34.606913,-87.013524
361,Alabama,AL,Decatur,35603,34.535452,-86.971226
362,Alabama,AL,Decatur,35640,34.440708,-86.943683
363,Alabama,AL,Decatur,35671,34.685398,-86.93539
364,Alabama,AL,Decatur,35673,34.576336,-87.137349
366,Alabama,AL,Deer Park,36529,31.275361,-88.228787
367,Alabama,AL,Delta,36258,33.477734,-85.717338
368,Alabama,AL,Demopolis,36732,32.429314,-87.914179
369,Alabama,AL,Demopolis,36742,32.467872,-87.729452
371,Alabama,AL,Detroit,35552,34.072278000000004,-88.14220300000001
372,Alabama,AL,Detroit,35586,33.8779,-88.134075
373,Alabama,AL,Dodge City,35057,33.969944,-86.944303
374,Alabama,AL,Dodge City,35077,34.021165,-86.832668
375,Alabama,AL,Dora,35062,33.724920000000004,-87.01025200000001
376,Alabama,AL,Dora,35130,33.633156,-87.136688
378,Alabama,AL,Dothan,36301,31.140065000000003,-85.398289
379,Alabama,AL,Dothan,36303,31.266568,-85.401317
380,Alabama,AL,Dothan,36305,31.204572,-85.496004
381,Alabama,AL,Dothan,36312,31.17084,-85.236837
382,Alabama,AL,Dothan,36321,31.210866,-85.29921800000001
383,Alabama,AL,Dothan,36345,31.366306,-85.310372
384,Alabama,AL,Dothan,36350,31.350214,-85.495521
386,Alabama,AL,Double Springs,35553,34.126813,-87.383078
388,Alabama,AL,Douglas,35957,34.196159,-86.196898
389,Alabama,AL,Douglas,35980,34.172088,-86.389617
391,Alabama,AL,Dozier,36028,31.495482,-86.39281
393,Alabama,AL,Dutton,35744,34.610532,-85.909141
394,Alabama,AL,East Brewton,36426,31.140982,-87.071114
396,Alabama,AL,Eclectic,36024,32.671797999999995,-86.025021
399,Alabama,AL,Edwardsville,36262,33.806237,-85.479824
400,Alabama,AL,Edwardsville,36264,33.596783,-85.55148299999999
401,Alabama,AL,Edwardsville,36269,33.739797,-85.383876
402,Alabama,AL,Edwardsville,36272,33.944034,-85.59499100000001
404,Alabama,AL,Elba,36323,31.428104,-86.072471
406,Alabama,AL,Elberta,36530,30.40821,-87.555585
408,Alabama,AL,Eldridge,35549,33.851343,-87.544905
409,Alabama,AL,Eldridge,35554,33.885727,-87.671678
410,Alabama,AL,Elkmont,35620,34.930812,-87.020185
411,Alabama,AL,Elmore,36020,32.479919,-86.323047
412,Alabama,AL,Elmore,36022,32.623495,-86.405573
413,Alabama,AL,Elmore,36025,32.544457,-86.324973
414,Alabama,AL,Elmore,36092,32.617657,-86.20053100000001
416,Alabama,AL,Emelle,35459,32.791636,-88.275851
418,Alabama,AL,Enterprise,36330,31.305932,-85.86405400000001
420,Alabama,AL,Epes,35460,32.713161,-88.153712
421,Alabama,AL,Ethelsville,35461,33.417374,-88.213613
423,Alabama,AL,Eufaula,36016,31.850223,-85.41470600000001
424,Alabama,AL,Eufaula,36027,31.82242,-85.378527
427,Alabama,AL,Eutaw,35462,32.920473,-87.967463
429,Alabama,AL,Eva,35621,34.348973,-86.729536
431,Alabama,AL,Evergreen,36401,31.480653000000004,-86.940722
433,Alabama,AL,Excel,36439,31.419287,-87.345189
434,Alabama,AL,Excel,36445,31.444585,-87.45339200000001
435,Alabama,AL,Excel,36460,31.518972,-87.304829
436,Alabama,AL,Fairfield,35064,33.476071999999995,-86.920253
437,Alabama,AL,Fairfield,35224,33.517294,-86.94387900000001
438,Alabama,AL,Fairfield,35228,33.456191,-86.921172
440,Alabama,AL,Fairhope,36526,30.611252,-87.860042
441,Alabama,AL,Fairhope,36532,30.480713,-87.861307
442,Alabama,AL,Fairhope,36559,30.56761,-87.908587
444,Alabama,AL,Fairview,35058,34.228856,-86.737261
445,Alabama,AL,Falkville,35622,34.34659,-86.898961
446,Alabama,AL,Falkville,35640,34.440708,-86.943683
448,Alabama,AL,Faunsdale,36738,32.420970000000004,-87.624965
450,Alabama,AL,Fayette,35555,33.658512,-87.815637
453,Alabama,AL,Fitzpatrick,36029,32.181872,-85.933154
454,Alabama,AL,Five Points,36855,33.028908,-85.308151
456,Alabama,AL,Flomaton,36441,31.039365000000004,-87.255045
458,Alabama,AL,Florala,36442,31.084458,-86.35704100000001
460,Alabama,AL,Florence,35630,34.82298,-87.661652
461,Alabama,AL,Florence,35633,34.875101,-87.798371
462,Alabama,AL,Florence,35634,34.917211,-87.60946899999999
464,Alabama,AL,Foley,36530,30.40821,-87.555585
465,Alabama,AL,Foley,36535,30.383999,-87.72735899999999
466,Alabama,AL,Foley,36542,30.26965,-87.75062700000001
467,Alabama,AL,Foley,36580,30.478898,-87.703414
469,Alabama,AL,Forestdale,35214,33.576837,-86.893456
470,Alabama,AL,Forkland,36740,32.626783,-87.83657099999999
471,Alabama,AL,Fort Deposit,36032,31.99463,-86.568637
473,Alabama,AL,Fort Payne,35967,34.407663,-85.694569
474,Alabama,AL,Fort Payne,35968,34.382994000000004,-85.80330699999999
475,Alabama,AL,Fort Payne,35984,34.536843,-85.563859
477,Alabama,AL,Fort Rucker,36362,31.350932,-85.679787
478,Alabama,AL,Franklin,36075,32.378389,-85.9237
479,Alabama,AL,Franklin,36083,32.38673,-85.684361
481,Alabama,AL,Frisco City,36445,31.444585,-87.45339200000001
483,Alabama,AL,Fruitdale,36539,31.348614,-88.380629
484,Alabama,AL,Fruithurst,36262,33.806237,-85.479824
486,Alabama,AL,Fulton,36436,31.785367,-87.649528
487,Alabama,AL,Fulton,36446,31.792467,-87.71995
488,Alabama,AL,Fulton,36451,31.700517,-87.803568
490,Alabama,AL,Fultondale,35068,33.607417,-86.830991
491,Alabama,AL,Fultondale,35071,33.695133,-86.848962
492,Alabama,AL,Fultondale,35116,33.731297999999995,-86.769981
493,Alabama,AL,Fultondale,35119,33.646571,-86.77093
494,Alabama,AL,Fultondale,35207,33.564208,-86.824789
495,Alabama,AL,Fultondale,35215,33.649002,-86.707425
496,Alabama,AL,Fultondale,35217,33.607882000000004,-86.760265
497,Alabama,AL,Fyffe,35971,34.455490999999995,-85.945131
498,Alabama,AL,Fyffe,35986,34.500336,-85.835889
500,Alabama,AL,Gadsden,35901,34.047585999999995,-85.933265
501,Alabama,AL,Gadsden,35903,34.02427,-85.863703
502,Alabama,AL,Gadsden,35904,34.07056,-85.990098
503,Alabama,AL,Gadsden,35905,33.856532,-85.912603
504,Alabama,AL,Gadsden,35906,33.927149,-86.095113
505,Alabama,AL,Gadsden,35954,34.089754,-86.057449
507,Alabama,AL,Gainesville,35460,32.713161,-88.153712
508,Alabama,AL,Gainesville,35464,32.80613,-88.15459
510,Alabama,AL,Gallant,35972,33.993999,-86.24687
511,Alabama,AL,Gantt,36038,31.435078000000004,-86.491253
512,Alabama,AL,Gantt,36421,31.324729,-86.506928
513,Alabama,AL,Garden City,35070,34.00928,-86.757878
514,Alabama,AL,Garden City,35077,34.021165,-86.832668
515,Alabama,AL,Garden City,35079,33.938317,-86.758531
516,Alabama,AL,Gardendale,35068,33.607417,-86.830991
517,Alabama,AL,Gardendale,35071,33.695133,-86.848962
518,Alabama,AL,Gardendale,35116,33.731297999999995,-86.769981
519,Alabama,AL,Gardendale,35117,33.667778000000006,-86.892599
520,Alabama,AL,Gardendale,35119,33.646571,-86.77093
521,Alabama,AL,Gardendale,35215,33.649002,-86.707425
522,Alabama,AL,Gardendale,35217,33.607882000000004,-86.760265
524,Alabama,AL,Gaylesville,35973,34.344016,-85.551513
525,Alabama,AL,Geiger,35459,32.791636,-88.275851
526,Alabama,AL,Geneva,36340,31.051927000000003,-85.890963
527,Alabama,AL,Geneva,36344,31.097890000000003,-85.708147
528,Alabama,AL,Geneva,36477,31.097175,-86.06141099999999
530,Alabama,AL,Georgiana,36033,31.671714,-86.770613
531,Alabama,AL,Geraldine,35962,34.303881,-86.036441
532,Alabama,AL,Geraldine,35971,34.455490999999995,-85.945131
533,Alabama,AL,Geraldine,35974,34.362751,-86.01029100000001
535,Alabama,AL,Gilbertown,36908,31.892,-88.474574
536,Alabama,AL,Glen Allen,35554,33.885727,-87.671678
537,Alabama,AL,Glen Allen,35555,33.658512,-87.815637
538,Alabama,AL,Glen Allen,35559,33.905485,-87.728143
539,Alabama,AL,Glen Allen,35594,33.932693,-87.774369
540,Alabama,AL,Glencoe,35903,34.02427,-85.863703
541,Alabama,AL,Glencoe,35905,33.856532,-85.912603
542,Alabama,AL,Glencoe,35907,33.890840999999995,-86.01801999999999
543,Alabama,AL,Glencoe,36279,33.872274,-85.889336
544,Alabama,AL,Glenwood,36009,31.594781,-86.301377
545,Alabama,AL,Glenwood,36034,31.621045,-86.111209
546,Alabama,AL,Glenwood,36035,31.788705,-86.126215
547,Alabama,AL,Goldville,36255,33.168154,-85.73044
548,Alabama,AL,Goldville,36256,33.046308,-85.704818
549,Alabama,AL,Good Hope,35055,34.151162,-86.758748
550,Alabama,AL,Good Hope,35057,33.969944,-86.944303
551,Alabama,AL,Good Hope,35077,34.021165,-86.832668
552,Alabama,AL,Goodwater,35072,33.093531,-86.06685999999999
553,Alabama,AL,Gordo,35466,33.248527,-87.919484
555,Alabama,AL,Gordon,36343,31.060704,-85.120765
556,Alabama,AL,Gordon,36370,31.142219,-85.158109
558,Alabama,AL,Gordonville,36040,32.173924,-86.684172
559,Alabama,AL,Gordonville,36785,32.260516,-86.84581
560,Alabama,AL,Goshen,36035,31.788705,-86.126215
561,Alabama,AL,Goshen,36079,31.766709,-85.998035
562,Alabama,AL,Graham,36263,33.466234,-85.35933
563,Alabama,AL,Grand Bay,36541,30.489535,-88.344106
564,Alabama,AL,Grant,35747,34.494944,-86.298989
565,Alabama,AL,Grant,35976,34.345766999999995,-86.330025
568,Alabama,AL,Graysville,35005,33.59595,-87.000649
569,Alabama,AL,Graysville,35073,33.651253000000004,-86.986935
570,Alabama,AL,Graysville,35117,33.667778000000006,-86.892599
571,Alabama,AL,Graysville,35214,33.576995000000004,-86.894065
572,Alabama,AL,Greensboro,36744,32.695952,-87.599716
574,Alabama,AL,Greenville,36037,31.799009,-86.628615
576,Alabama,AL,Grimes,36303,31.266568,-85.401317
577,Alabama,AL,Grimes,36350,31.350214,-85.495521
578,Alabama,AL,Grove Hill,36451,31.700517,-87.803568
580,Alabama,AL,Gu-Win,35563,33.977608000000004,-87.903722
581,Alabama,AL,Gu-Win,35594,33.932693,-87.774369
582,Alabama,AL,Guin,35563,33.977608000000004,-87.903722
584,Alabama,AL,Gulf Shores,36542,30.26965,-87.75062700000001
